date,stockcode,sector,foreign_percentage,price_return_10d,cumsumnetvalue_ma10,positive_net_ratio_10d
2025-12-30,CHIP,COMPUTER AND SERVICES,0.01,0.04263565891472876,-2144140340.380706,0.3
2025-12-30,KOBX,WHOLESALE (DURABLE & NON DURABLE GOODS),0.35,0.035532994923857864,-2101348369.480083,0.5
2025-12-30,ANJT,PLANTATION,0.84,0.0,-2026432244.2398314,0.0
2025-12-30,KOTA,NON BUILDING CONSTRUCTION,1.82,0.23404255319148937,-2023073172.5959718,0.0
2025-12-30,RUIS,CRUDE PETROLEUM & NATURAL GAS PROD.,14.91,0.10679611650485432,-2020248266.1055713,0.3
2025-12-30,CTTH,LAND/STONE QUARRYING,20.81,-0.3853211009174312,-1990874286.3510578,
2025-12-30,HAIS,TRANSPORTATION,0.52,0.09009009009009006,-1956572054.9577942,0.8
2025-12-30,PICO,METAL AND ALLIED PRODUCTS,0.31,-0.12605042016806722,-1891835336.2160897,0.4
2025-12-30,MPRO,PROPERTY AND REAL ESTATE,14.76,0.0,-1870752355.7384124,0.0
2025-12-30,POLU,"TEXTILE, GARMENT",0.01,-0.06343283582089554,-1827818540.2539,0.1
2025-12-30,PADA,TELECOMUNICATION,0.13,0.25619834710743805,-1806679189.9688175,0.4
2025-12-30,KINO,COSMETICS AND HOUSEHOLD,14.82,0.0219780219780219,-1785964359.1572883,0.5
2025-12-30,COAL,COAL MINING,0.06,-0.3484848484848485,-1774800542.6743865,0.5
2025-12-30,PAMG,PROPERTY AND REAL ESTATE,0.11,0.045454545454545414,-1754980008.2329247,0.4
2025-12-30,ZINC,COAL MINING,5.3,-0.030303030303030276,-1699127764.290802,0.2
2025-12-30,BKSW,BANK,94.8,-0.04477611940298509,-1683851150.372665,0.2
2025-12-30,AREA,COMPUTER AND SERVICES,0.33,-0.07758620689655171,-1680529891.7265034,0.6
2025-12-30,KING,"OTHERS - TRADE, SERVICES & INVESTMENT",0.06,0.02941176470588225,-1668078422.581802,0.1
2025-12-30,NTBK,AUTOMOTIVE AND COMPONENTS,0.14,0.07692307692307687,-1647626362.7811382,0.7
2025-12-30,MDRN,WHOLESALE (DURABLE & NON DURABLE GOODS),16.76,0.023255813953488413,-1606320581.5654602,0.3
2025-12-30,BRNA,PLASTICS & PACKAGING,14.23,0.0,-1574944190.783242,0.7
2025-12-30,INDS,AUTOMOTIVE AND COMPONENTS,5.5,0.008928571428571397,-1512280631.5160174,0.2
2025-12-30,GTBO,COAL MINING,70.45,-0.08461538461538465,-1503737265.5191731,0.9
2025-12-30,UNSP,PLANTATION,14.64,0.371069182389937,-1485006796.838063,
2025-12-30,SMDM,PROPERTY AND REAL ESTATE,0.03,0.0,-1481173295.8951635,0.5
2025-12-30,PDPP,PLASTICS & PACKAGING,16.1,0.012345679012345734,-1466320249.337965,0.6
2025-12-30,KOKA,CONSTRUCTION,0.28,0.16831683168316824,-1404075466.276417,0.6
2025-12-30,CSAP,RETAIL TRADE,24.8,-0.03658536585365857,-1353046379.0973017,0.2
2025-12-30,RANC,RETAIL TRADE,0.11,-0.037234042553191515,-1337889877.4714491,0.3
2025-12-30,SIPD,ANIMAL FEED,1.53,0.15384615384615374,-1333050077.1681628,0.0
2025-12-30,JATI,COMPUTER AND SERVICES,0.9,-0.06474820143884896,-1309049419.228445,0.5
2025-12-30,SAMF,CROPS,0.03,-0.012820512820512775,-1307230895.0379508,0.9
2025-12-30,UANG,PROPERTY AND REAL ESTATE,0.0,-0.07407407407407407,-1304485060.9201615,0.8
2025-12-30,PTSN,ELECTRONICS,25.66,0.0,-1260616617.485705,0.5
2025-12-30,LUCY,"RESTAURANT, HOTEL & TOURISM",0.0,1.2844827586206895,-1256253147.4272377,0.0
2025-12-30,IPAC,PROPERTY AND REAL ESTATE,98.61,-0.14893617021276595,-1239763754.8758578,0.1
2025-12-30,HRME,"RESTAURANT, HOTEL & TOURISM",1.32,0.3414634146341464,-1236405644.1354434,0.1
2025-12-30,BINO,PROPERTY AND REAL ESTATE,86.07,-0.0547945205479452,-1203535923.0644627,0.5
2025-12-30,BPTR,TRANSPORTATION,0.75,-0.02197802197802201,-1156086381.286953,0.0
2025-12-30,DCII,COMPUTER AND SERVICES,15.33,-0.18300653594771243,-1140665843.7276974,0.1
2025-12-30,JECC,CABLE,1.94,0.01333333333333342,-1107657706.5433884,0.2
2025-12-30,REAL,PROPERTY AND REAL ESTATE,6.91,-0.11538461538461542,-1040541326.2305448,0.6
2025-12-30,GMFI,MACHINERY AND HEAVY EQUIPMENT,0.11,-0.3925925925925926,-1001946856.3743511,0.4
2025-12-30,CAKK,"CERAMICS, GLASS, PORCELAIN",0.04,0.011235955056179803,-993676373.8290783,0.5
2025-12-30,WINR,PROPERTY AND REAL ESTATE,0.51,-0.06818181818181823,-990100061.5812064,0.0
2025-12-30,PKPK,CONSTRUCTION,0.45,0.13362068965517238,-979270503.5284957,
2025-12-30,JAWA,PLANTATION,1.44,0.010471204188481575,-946752662.957421,0.5
2025-12-30,ASBI,INSURANCE,0.49,-0.021739130434782594,-939253118.4834758,0.0
2025-12-30,BUKK,"TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.",0.24,0.018567639257294433,-922455127.0538414,0.4
2025-12-30,TAMU,TRANSPORTATION,14.73,0.06060606060606055,-921043598.7768934,0.1
2025-12-30,BRAM,AUTOMOTIVE AND COMPONENTS,63.64,-0.002169197396963085,-910358403.0057892,0.0
2025-12-30,NETV,"ADVERTISING,PRINTING and MEDIA",0.52,0.278688524590164,-906619914.3547814,0.5
2025-12-30,SICO,ENERGY,0.29,-0.03875968992248058,-884764032.5912765,0.3
2025-12-30,BUAH,FOOD & BEVERAGES,0.02,-0.022727272727272707,-883227242.4982271,0.1
2025-12-30,DEWA,COAL MINING,19.36,0.1074380165289257,-849401339.0700623,0.3
2025-12-30,PLAN,"RESTAURANT, HOTEL & TOURISM",1.07,-0.04255319148936165,-827003127.3280045,0.0
2025-12-30,SFAN,INVESTMENT COMPANY,0.01,0.0,-805817747.3133602,0.2
2025-12-30,KJEN,TRANSPORTATION,0.01,-0.10169491525423724,-802848935.8285644,0.3
2025-12-30,CRSN,OTHER SECTORS,0.02,-0.06106870229007633,-761521463.4679015,0.7
2025-12-30,INPC,BANK,8.01,-0.0331125827814569,-755061908.9205022,0.2
2025-12-30,TAXI,TRANSPORTATION,3.69,-0.13043478260869568,-750626932.6221766,0.2
2025-12-30,BBMD,BANK,4.26,0.03797468354430378,-660035008.0256125,
2025-12-30,BAJA,METAL AND ALLIED PRODUCTS,0.13,-0.06321839080459768,-645394270.6966438,0.4
2025-12-30,GRPH,"RESTAURANT, HOTEL & TOURISM",0.55,-0.0625,-642279196.2708223,0.0
2025-12-30,ICON,"RESTAURANT, HOTEL & TOURISM",3.52,0.0,-638436599.0628892,0.0
2025-12-30,KOCI,PROPERTY AND REAL ESTATE,0.01,-0.02298850574712641,-633321720.3160915,0.4
2025-12-30,POLY,"TEXTILE, GARMENT",66.28,-0.03448275862068961,-631038232.9889305,0.0
2025-12-30,IRRA,PHARMACEUTICALS,2.15,-0.036363636363636376,-626440990.2892759,0.4
2025-12-30,MTFN,INVESTMENT COMPANY,40.37,0.0,-619290462.913717,0.1
2025-12-30,BESS,TRANSPORTATION,0.01,-0.04504504504504503,-607880166.4300388,0.2
2025-12-30,KSIX,PROPERTY AND REAL ESTATE,11.29,0.009852216748768461,-606198086.9750549,0.4
2025-12-30,TARA,PROPERTY AND REAL ESTATE,11.25,0.032258064516129004,-597816738.5254824,0.0
2025-12-30,RAFI,"OTHERS - TRADE, SERVICES & INVESTMENT",0.44,0.0,-589646158.794437,0.0
2025-12-30,KMTR,OTHERS - MISCELLANENEOUS INDUSTRY,69.03,0.014598540145985384,-562173324.303111,0.7
2025-12-30,TAYS,FOOD & BEVERAGES,15.02,-0.03749999999999998,-558206554.3062952,0.1
2025-12-30,TRST,PLASTICS & PACKAGING,5.01,0.12445414847161573,-558041044.5954145,0.1
2025-12-30,ARTA,"RESTAURANT, HOTEL & TOURISM",5.99,0.1333333333333333,-549695387.339686,0.4
2025-12-30,LAJU,CONSTRUCTION,0.41,-0.025974025974025983,-513082811.45338887,0.8
2025-12-30,INAI,METAL AND ALLIED PRODUCTS,0.09,-0.01342281879194629,-511115793.5291396,0.0
2025-12-30,TRUE,PROPERTY AND REAL ESTATE,0.06,-0.07894736842105265,-508885569.09621924,
2025-12-30,FLMC,OTHER - BASIC INDUSTRY AND CHEMICALS,0.04,-0.04137931034482756,-501381565.35140824,0.0
2025-12-30,BOAT,OTHERS - MISCELLANENEOUS INDUSTRY,0.12,0.028037383177569986,-501180217.9665325,0.5
2025-12-30,RIGS,TRANSPORTATION,5.01,0.020000000000000018,-485481469.141263,0.4
2025-12-30,AMMS,FISHERY,0.14,0.07943925233644866,-480632793.57592905,0.3
2025-12-30,SEMA,ENERGY,0.57,0.0,-478189117.3107377,0.0
2025-12-30,MSIE,PROPERTY AND REAL ESTATE,0.12,0.02127659574468077,-464038006.0708054,0.1
2025-12-30,MAPB,"RESTAURANT, HOTEL & TOURISM",23.61,-0.02848101265822789,-461090706.4711334,0.1
2025-12-30,VAST,PROPERTY AND REAL ESTATE,0.03,-0.017857142857142905,-449199814.12096167,0.5
2025-12-30,TFAS,"OTHERS - TRADE, SERVICES & INVESTMENT",6.72,-0.046052631578947345,-447506049.5568013,0.3
2025-12-30,IKAN,FISHERY,0.1,-0.02631578947368418,-426300550.043008,0.5
2025-12-30,IKPM,HEALTH CARE,0.04,0.009009009009008917,-415966082.8555923,0.1
2025-12-30,ATIC,COMPUTER AND SERVICES,37.34,0.0,-415559546.1097335,0.3
2025-12-30,INCF,CONSTRUCTION,0.91,-0.02985074626865669,-412019110.376614,0.0
2025-12-30,IMJS,FINANCIAL INSTITUTION,0.19,-0.28787878787878785,-411067544.8879264,0.7
2025-12-30,SAFE,TRANSPORTATION,38.2,-0.0430622009569378,-404912929.63619554,0.4
2025-12-30,ARKA,MACHINERY AND HEAVY EQUIPMENT,0.24,0.0,-374074115.0115388,0.0
2025-12-30,OKAS,WHOLESALE (DURABLE & NON DURABLE GOODS),11.26,-0.0993788819875776,-371595134.2925042,0.7
2025-12-30,BSBK,PROPERTY AND REAL ESTATE,0.95,-0.02777777777777779,-347792090.9555893,0.4
2025-12-30,ASRM,INSURANCE,0.9,-0.006249999999999978,-344075123.7179969,0.0
2025-12-30,PNSE,"RESTAURANT, HOTEL & TOURISM",0.91,-0.013333333333333308,-339024009.17923534,0.4
2025-12-30,BCIP,PROPERTY AND REAL ESTATE,1.1,-0.04597701149425293,-324382063.36202174,0.6
2025-12-30,GWSA,PROPERTY AND REAL ESTATE,0.18,0.025974025974025983,-323010107.10671604,0.4
2025-12-30,IKBI,CABLE,3.47,0.0,-320855325.57885814,0.0
2025-12-30,CBPE,PROPERTY AND REAL ESTATE,0.05,0.0,-317002497.8169539,0.2
2025-12-30,GOLD,TELECOMUNICATION,5.28,-0.017857142857142905,-312782146.0891465,0.4
2025-12-30,BEER,FOOD & BEVERAGES,0.01,0.13461538461538458,-306191102.41706383,0.6
2025-12-30,KLIN,HOUSEWARE,0.77,-0.005494505494505475,-289827968.1488923,0.0
2025-12-30,SOHO,PHARMACEUTICALS,90.9,-0.010830324909747335,-287802574.89568454,0.2
2025-12-30,BAUT,METAL AND ALLIED PRODUCTS,54.22,-0.052631578947368474,-261443233.67752823,0.0
2025-12-30,HBAT,PROPERTY AND REAL ESTATE,0.08,0.4841269841269842,-254823431.58474222,0.4
2025-12-30,UNIC,CHEMICALS,0.28,0.008356545961002881,-231691643.46326032,0.2
2025-12-30,SOUL,FOOD & BEVERAGES,0.17,-0.12643678160919536,-222498179.26013762,0.0
2025-12-30,PGUN,CROPS,0.0,-0.07345971563981046,-218445333.67627925,0.5
2025-12-30,KUAS,OTHER - BASIC INDUSTRY AND CHEMICALS,0.26,0.04166666666666674,-207314234.83742827,0.5
2025-12-30,RICY,"TEXTILE, GARMENT",7.96,0.0,-204288251.33188158,0.0
2025-12-30,SWID,PROPERTY AND REAL ESTATE,0.01,-0.10526315789473684,-185898215.67078394,0.5
2025-12-30,BMAS,BANK,83.55,-0.007633587786259555,-178412064.09861192,0.1
2025-12-30,KBAG,PROPERTY AND REAL ESTATE,0.26,0.0652173913043479,-177790463.00989717,0.1
2025-12-30,AMOR,FINANCIAL INSTITUTION,2.89,0.005208333333333259,-167685958.105275,0.1
2025-12-30,AKSI,WHOLESALE (DURABLE & NON DURABLE GOODS),0.0,0.09633027522935778,-166045913.74516115,0.3
2025-12-30,STTP,FOOD & BEVERAGES,4.7,0.012886597938144284,-147082967.14971083,0.2
2025-12-30,LPPS,INVESTMENT COMPANY,4.01,-0.06140350877192979,-141848926.92172965,0.7
2025-12-30,DART,PROPERTY AND REAL ESTATE,3.0,0.07344632768361592,-138192349.73719352,0.5
2025-12-30,POLI,PROPERTY AND REAL ESTATE,0.0,-0.32173913043478264,-138155043.19987515,0.0
2025-12-30,EPAC,PLASTICS & PACKAGING,0.08,0.21875,-134170574.16386673,0.0
2025-12-30,CLAY,"RESTAURANT, HOTEL & TOURISM",0.0,-0.12030075187969924,-132643727.97561327,0.0
2025-12-30,TNCA,TRANSPORTATION,27.65,0.0,-125410740.89308827,0.5
2025-12-30,SONA,"RESTAURANT, HOTEL & TOURISM",49.58,-0.04054054054054057,-116549950.01186816,0.3
2025-12-30,LION,METAL AND ALLIED PRODUCTS,17.17,0.009389671361502261,-116285762.46533215,0.3
2025-12-30,BAPI,PROPERTY AND REAL ESTATE,0.48,-0.18181818181818177,-109386770.23804021,0.3
2025-12-30,ZONE,RETAIL TRADE,0.0,-0.028037383177570097,-107744024.13165574,0.0
2025-12-30,MASB,BANK,6.55,0.20779220779220786,-104203921.54678729,0.2
2025-12-30,TOOL,WHOLESALE (DURABLE & NON DURABLE GOODS),0.17,0.0,-103351572.93574595,0.0
2025-12-30,AKPI,PLASTICS & PACKAGING,0.02,0.008849557522123908,-102977583.66634491,0.1
2025-12-30,ISAP,MACHINERY AND HEAVY EQUIPMENT,0.14,-0.09999999999999998,-99965280.9556182,0.1
2025-12-30,PNGO,PLANTATION,0.02,0.030000000000000027,-98425354.69069603,0.7
2025-12-30,APLI,PLASTICS & PACKAGING,0.04,-0.09661835748792269,-96643997.68462709,0.3
2025-12-30,TAMA,BUILDING CONSTRUCTION,0.23,0.4054054054054055,-93105222.33656104,0.0
2025-12-30,ENZO,FISHERY,0.16,-0.12,-92917051.00320202,0.0
2025-12-30,LFLO,HOUSEWARE,0.0,-0.04895104895104896,-92240394.55186671,0.1
2025-12-30,HDIT,COMPUTER AND SERVICES,0.12,-0.16666666666666663,-87460858.21949488,0.5
2025-12-30,TIRA,WHOLESALE (DURABLE & NON DURABLE GOODS),0.01,-0.018382352941176516,-85512517.1889797,0.2
2025-12-30,BBSS,PROPERTY AND REAL ESTATE,0.0,-0.043269230769230727,-83621702.26687008,0.3
2025-12-30,BMSR,WHOLESALE (DURABLE & NON DURABLE GOODS),73.11,0.061224489795918435,-76623197.32362552,0.2
2025-12-30,CINT,HOUSEWARE,21.93,0.2774869109947644,-70325673.87176296,0.4
2025-12-30,PUDP,PROPERTY AND REAL ESTATE,1.08,-0.5210084033613445,-69555394.0988014,0.3
2025-12-30,ARGO,"TEXTILE, GARMENT",0.17,-0.00995024875621886,-67733053.61947364,0.1
2025-12-30,LAND,BUILDING CONSTRUCTION,0.02,0.44999999999999996,-60651296.566936076,0.0
2025-12-30,NASI,FOOD & BEVERAGES,0.01,-0.00917431192660545,-57819557.19445805,0.6
2025-12-30,SBMA,CHEMICALS,0.28,0.0234375,-55471754.26144993,0.0
2025-12-30,IBST,TELECOMUNICATION,0.0,0.07660455486542439,-53591051.13636364,
2025-12-30,PSGO,PLANTATION,10.86,0.0,-53555283.52297878,0.1
2025-12-30,ANDI,FORESTRY,0.02,-0.15625,-50959556.27287499,0.0
2025-12-30,BMBL,OTHERS - CONSUMER GOODS INDUSTRY,0.05,0.0,-50542374.79060911,0.3
2025-12-30,ESTI,"TEXTILE, GARMENT",0.06,-0.10256410256410253,-32748454.63131703,0.4
2025-12-30,KICI,HOUSEWARE,2.22,-0.1495726495726496,-31447713.414963137,0.0
2025-12-30,OMRE,PROPERTY AND REAL ESTATE,44.9,-0.09292035398230092,-29709421.153299913,
2025-12-30,PSDN,FOOD & BEVERAGES,0.06,-0.10344827586206895,-29202809.343919903,0.5
2025-12-30,VICO,OTHERS - FINANCE,22.92,-0.028846153846153855,-25832166.36770446,0.5
2025-12-30,CTBN,METAL AND ALLIED PRODUCTS,99.78,-0.024793388429752095,-23682979.93484572,0.1
2025-12-30,NASA,"RESTAURANT, HOTEL & TOURISM",0.0,-0.09302325581395354,-23349341.441352125,0.0
2025-12-30,DMND,FOOD & BEVERAGES,26.94,0.15999999999999992,-22711007.491959065,0.4
2025-12-30,DIGI,"ADVERTISING,PRINTING and MEDIA",0.02,-0.13157894736842102,-21667809.8999099,0.0
2025-12-30,TRUS,FINANCIAL INSTITUTION,0.02,0.022421524663677195,-19422949.961410828,0.1
2025-12-30,RUNS,INVESTMENT COMPANY,0.24,-0.06315789473684208,-18503192.96071029,0.0
2025-12-30,PDES,"RESTAURANT, HOTEL & TOURISM",0.0,0.0,-15982578.596806277,0.1
2025-12-30,LPIN,AUTOMOTIVE AND COMPONENTS,0.0,-0.018181818181818188,-15297674.035568673,0.3
2025-12-30,JAYA,TRANSPORTATION,1.48,0.14953271028037385,-12648579.770625459,0.6
2025-12-30,SOTS,PROPERTY AND REAL ESTATE,0.01,0.20465116279069773,-10841856.927770639,
2025-12-30,RELI,SECURITIES COMPANY,0.0,-0.12096774193548387,-10498931.229398897,0.2
2025-12-30,ABDA,INSURANCE,99.68,0.3420074349442379,-8680000.0,
2025-12-30,BIPP,PROPERTY AND REAL ESTATE,69.11,0.18518518518518512,-8350069.539585186,0.0
2025-12-30,SOSS,OTHERS - MISCELLANENEOUS INDUSTRY,0.0,0.3935483870967742,-7971543.028580083,0.0
2025-12-30,INTD,WHOLESALE (DURABLE & NON DURABLE GOODS),54.75,0.028037383177569986,-6824538.763748227,0.0
2025-12-30,PTPW,BUILDING CONSTRUCTION,0.0,0.0670103092783505,-6427540.62033669,0.2
2025-12-30,RBMS,PROPERTY AND REAL ESTATE,0.04,-0.04761904761904767,-5761290.039199062,0.0
2025-12-30,INCI,CHEMICALS,0.78,-0.08750000000000002,-5236118.844375368,0.2
2025-12-30,AKKU,"RESTAURANT, HOTEL & TOURISM",4.55,-0.11111111111111116,-4080444.5234708395,0.0
2025-12-30,RODA,PROPERTY AND REAL ESTATE,6.77,0.020408163265306145,-3498345.5186460875,0.0
2025-12-30,TIRT,WOOD INDUSTRIES,0.6,0.09482758620689657,-3294529.9199023773,
2025-12-30,ZYRX,COMPUTER AND SERVICES,0.0,0.0,-3047221.3531154045,0.5
2025-12-30,BTON,METAL AND ALLIED PRODUCTS,1.67,0.0,-1531286.3070079305,0.0
2025-12-30,STAR,"TEXTILE, GARMENT",8.7,0.2514619883040936,-1430913.3877714097,0.3
2025-12-30,IBFN,FINANCIAL INSTITUTION,2.72,0.9206349206349207,0.0,
2025-12-30,BSWD,BANK,0.26,0.0625,0.0,
2025-12-30,DEFI,INVESTMENT COMPANY,5.93,0.7426900584795322,12862.141448880138,
2025-12-30,ROCK,PROPERTY AND REAL ESTATE,0.0,-0.09969788519637457,4005714.416905223,
2025-12-30,YPAS,PLASTICS & PACKAGING,0.0,-0.1901408450704225,4240676.370713372,0.3
2025-12-30,IFSH,METAL AND MINERAL MINING,0.07,-0.012499999999999956,4772920.283465277,0.4
2025-12-30,SKBM,FOOD & BEVERAGES,39.89,0.23469387755102034,4909773.588272703,0.2
2025-12-30,GMTD,PROPERTY AND REAL ESTATE,0.01,0.5607476635514019,6718292.886090462,0.2
2025-12-30,MIRA,TRANSPORTATION,20.58,0.1785714285714286,8933611.678939626,0.0
2025-12-30,LRNA,TRANSPORTATION,0.0,0.40740740740740744,9448191.45841071,0.1
2025-12-30,HDFA,FINANCIAL INSTITUTION,59.9,-0.11267605633802813,9854584.162090093,0.5
2025-12-30,HOKI,FOOD & BEVERAGES,0.15,-0.013513513513513487,12731721.266947966,0.8
2025-12-30,POLA,FINANCIAL INSTITUTION,0.0,0.05769230769230771,13299457.976329809,0.0
2025-12-30,EKAD,CHEMICALS,5.22,-0.016042780748663055,16910866.95257113,0.1
2025-12-30,OILS,PLANTATION,0.0,-0.04958677685950408,18050473.524355847,0.6
2025-12-30,TIFA,FINANCIAL INSTITUTION,84.65,0.00421940928270037,20095995.76433117,0.6
2025-12-30,VINS,INSURANCE,0.0,0.044303797468354444,21112663.27669797,0.4
2025-12-30,APII,METAL AND ALLIED PRODUCTS,20.18,0.045685279187817285,22877572.583669562,0.4
2025-12-30,ASJT,INSURANCE,0.02,0.34751773049645385,23175563.00718203,0.3
2025-12-30,LMPI,HOUSEWARE,0.59,-0.0071428571428571175,26520081.79176184,0.0
2025-12-30,KKES,CHEMICALS,0.02,-0.032258064516129004,33598907.17696356,0.0
2025-12-30,ESIP,PLASTICS & PACKAGING,0.12,-0.08791208791208793,33697370.46139537,0.4
2025-12-30,GSMF,INVESTMENT COMPANY,68.68,-0.09090909090909094,38884481.56018654,0.8
2025-12-30,KONI,OTHER SECTORS,0.0,-0.08771929824561409,45561935.481504396,0.4
2025-12-30,BBSI,BANK,4.58,0.0,48046533.08238995,0.1
2025-12-30,PPGL,TRANSPORTATION,0.02,0.1719745222929936,49077405.53677005,0.8
2025-12-30,BKDP,PROPERTY AND REAL ESTATE,0.59,0.04878048780487809,50334608.75245462,0.1
2025-12-30,GLVA,COMPUTER AND SERVICES,19.64,0.03883495145631066,53536794.11056645,0.5
2025-12-30,FMII,PROPERTY AND REAL ESTATE,2.68,-0.02631578947368418,55293182.582208455,0.3
2025-12-30,ALDO,PULP & PAPER,0.0,0.1428571428571428,60716863.58140548,0.2
2025-12-30,PRAY,HEALTH CARE,34.67,0.028901734104046284,65635460.70429313,0.4
2025-12-30,BOLT,AUTOMOTIVE AND COMPONENTS,17.1,-0.004878048780487809,88481636.06407022,0.0
2025-12-30,BATR,OTHER - BASIC INDUSTRY AND CHEMICALS,0.1,-0.017391304347826098,88696558.77042207,0.2
2025-12-30,PCAR,FISHERY,0.11,0.07894736842105265,94947465.25923945,0.0
2025-12-30,AGAR,"OTHERS - TRADE, SERVICES & INVESTMENT",0.01,-0.01666666666666672,98410856.04543087,0.1
2025-12-30,ADMG,"TEXTILE, GARMENT",49.84,0.25,101100355.7944556,0.4
2025-12-30,IDPR,BUILDING CONSTRUCTION,2.7,-0.0821917808219178,101159584.7808105,0.0
2025-12-30,EDGE,TELECOMUNICATION,99.62,0.006696428571428603,106055062.60922661,0.6
2025-12-30,ARII,COAL MINING,17.72,0.07333333333333325,106597502.84765205,0.6
2025-12-30,SSTM,"TEXTILE, GARMENT",0.01,0.8050541516245486,116151876.02673888,
2025-12-30,SAME,HEALTH CARE,0.16,-0.12135922330097082,119583166.36533503,0.6
2025-12-30,HADE,INVESTMENT COMPANY,0.44,-0.03703703703703709,122354323.3855763,0.0
2025-12-30,KOIN,RETAIL TRADE,0.1,-0.14141414141414144,125134680.31576014,0.0
2025-12-30,IFII,WOOD INDUSTRIES,32.44,-0.026548672566371723,136375669.17750952,0.1
2025-12-30,GGRP,METAL AND ALLIED PRODUCTS,3.68,0.13178294573643412,137052536.03859514,0.4
2025-12-30,KOPI,ENERGY,7.5,0.0,138028443.28179106,0.2
2025-12-30,BLUE,COMPUTER AND SERVICES,0.02,-0.06624605678233442,146567422.4301328,0.5
2025-12-30,JMAS,INSURANCE,0.03,0.08808290155440424,147681191.5495088,0.4
2025-12-30,TRIS,"TEXTILE, GARMENT",8.78,0.02127659574468077,152694668.43170753,0.3
2025-12-30,IPOL,PLASTICS & PACKAGING,3.79,-0.008196721311475419,152706071.14388436,0.4
2025-12-30,JSPT,"RESTAURANT, HOTEL & TOURISM",33.41,-0.03076923076923077,153074032.2449636,0.2
2025-12-30,CASH,OTHERS - FINANCE,2.42,-0.009615384615384581,161473712.8570878,0.2
2025-12-30,BOBA,FOOD & BEVERAGES,17.53,-0.04712041884816753,176691490.41827506,0.4
2025-12-30,AHAP,INSURANCE,4.88,0.19387755102040827,184088101.91011286,0.4
2025-12-30,MCOR,BANK,74.71,0.027397260273972712,202103349.34317154,0.5
2025-12-30,CEKA,FOOD & BEVERAGES,5.59,0.0,204184398.42723083,0.2
2025-12-30,ZATA,"TEXTILE, GARMENT",0.04,-0.046875,206711813.2115542,0.4
2025-12-30,JAST,TELECOMUNICATION,32.97,-0.02857142857142858,218229657.13733053,0.1
2025-12-30,NZIA,BUILDING CONSTRUCTION,0.0,-0.0423728813559322,221140200.27992025,0.6
2025-12-30,FOOD,FOOD & BEVERAGES,0.01,-0.13793103448275867,226740753.33622107,0.0
2025-12-30,TMPO,"ADVERTISING,PRINTING and MEDIA",3.72,0.012048192771084265,227621778.11781287,0.3
2025-12-30,SDPC,WHOLESALE (DURABLE & NON DURABLE GOODS),74.04,-0.01898734177215189,234941759.89448863,0.2
2025-12-30,ATAP,PROPERTY AND REAL ESTATE,7.6,1.9245283018867925,239196883.14352217,0.2
2025-12-30,WGSH,"OTHERS - TRADE, SERVICES & INVESTMENT",0.03,-0.035211267605633756,240832244.05988845,0.2
2025-12-30,ADCP,PROPERTY AND REAL ESTATE,0.02,0.0,250973874.36760384,0.2
2025-12-30,GHON,TELECOMUNICATION,0.0,0.024464831804281273,256170287.76692623,0.4
2025-12-30,SURE,CRUDE PETROLEUM & NATURAL GAS PROD.,38.21,0.01908396946564883,256488321.82654715,0.2
2025-12-30,CITA,METAL AND MINERAL MINING,35.23,0.06682577565632464,267793120.32869977,0.4
2025-12-30,MOLI,CHEMICALS,1.09,0.013245033112582849,269644407.54960966,0.8
2025-12-30,URBN,PROPERTY AND REAL ESTATE,16.37,0.09090909090909083,286526068.1434115,0.3
2025-12-30,DADA,PROPERTY AND REAL ESTATE,0.1,0.0,289324699.324895,0.0
2025-12-30,KBLM,CABLE,0.07,-0.023255813953488413,294126752.7191703,0.0
2025-12-30,KRAS,METAL AND ALLIED PRODUCTS,2.62,-0.06043956043956045,312653264.89621145,0.3
2025-12-30,GUNA,FOOD & BEVERAGES,0.05,0.04861111111111116,317394270.8215167,0.3
2025-12-30,PNBS,BANK,17.9,-0.0535714285714286,321904083.7156039,0.6
2025-12-30,MGNA,PROPERTY AND REAL ESTATE,10.29,0.4761904761904763,355188553.9801296,0.5
2025-12-30,PEHA,PHARMACEUTICALS,0.01,-0.05660377358490565,359569610.23245287,0.7
2025-12-30,BRRC,FOOD & BEVERAGES,0.02,-0.18656716417910446,359940824.40473384,0.5
2025-12-30,ALKA,INVESTMENT COMPANY,0.8,0.028089887640449396,371528927.3713718,0.2
2025-12-30,EMDE,PROPERTY AND REAL ESTATE,6.97,0.03157894736842115,378916451.2055722,0.3
2025-12-30,OPMS,METAL AND ALLIED PRODUCTS,0.02,0.10655737704918034,380284285.4054512,0.6
2025-12-30,BAPA,PROPERTY AND REAL ESTATE,0.51,-0.04123711340206182,386125705.0657622,0.4
2025-12-30,MPXL,TRANSPORTATION,0.08,0.19999999999999996,402176380.8031665,0.2
2025-12-30,RELF,PROPERTY AND REAL ESTATE,0.05,0.022222222222222143,406933059.79606956,0.2
2025-12-30,ERTX,"TEXTILE, GARMENT",0.01,0.20418848167539272,411491137.6733985,0.6
2025-12-30,PMJS,RETAIL TRADE,34.03,0.027027027027026973,411602930.3360902,0.6
2025-12-30,DYAN,"OTHERS - TRADE, SERVICES & INVESTMENT",0.45,0.05555555555555558,422244745.2035701,0.5
